RegionName,StateName,Metro,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,2013,2014,2015,2016,2017,2018,2019,2020
Cowlitz County,WA,Longview,158890,160046,160141,160623,161092,162013,162638,163416,164274,165200,166113,165518,165034,164403,166565,167625,168887,168994,169897,170585,171203,171996,172876,174318,175661,177492,178596,180167,181382,182915,184343,185786,187161,188302,189460,191057,192839,194309,195070,196150,197788,199849,201508,203129,204754,206733,208664,210595,212361,214302,216585,218946,221181,223283,225556,228230,230842,233215,235623,238143,240818,243238,245247,247202,249166,251247,253867,256305,259116,261206,263403,265476,267598,269524,271642,273712,276050,279000,281458,283144,283836,285045,286692,288715,290941,293538,295904,298417,300821,302785,304913,307784,311401,315186,318692,322071,162497,169365.25,183526.8333,216870.4167,224855.5833,253024.25,278868,305204.4167
Walworth County,WI,Whitewater-Elkhorn,164491,164066,164003,163911,164411,165575,166930,168450,169836,172313,174448,177801,180240,182193,182236,181911,181027,180554,180445,180311,180318,179279,178589,176026,175126,175313,178025,179785,181019,181757,182227,182452,181995,181691,181613,183044,184317,186126,187067,188576,189643,190050,190591,191601,194008,196539,198360,199501,200061,198552,197452,197913,199767,201595,202348,203013,203000,203337,204610,206388,208624,211247,212860,212462,212402,213630,215393,216718,217474,218744,219541,219905,219383,219070,219153,220385,221954,222842,224567,226686,230493,232501,233217,232859,233564,234915,236883,238676,239876,241203,242038,243035,243332,244963,247924,252120,168019.5833,180260.75,180337.25,206618.5833,201503,214916.6667,225259.1667,241544.0833
Woodbury County,IA,Sioux City,90632,90881,91137,91217,91116,91009,91106,91390,91672,91993,92272,92512,92365,92297,92331,93471,94826,96175,96809,97171,97465,97864,98341,99089,99730,100408,100950,101500,101942,102351,103015,103782,104607,105196,105778,106168,106798,107175,107605,107612,107805,108108,108579,109188,109776,110320,110803,111272,111975,112526,112975,113185,113344,113736,114136,114415,114320,114531,114725,115017,114621,114659,115031,116001,116970,117179,117247,117146,117622,118346,119117,119868,120481,121206,121984,122707,123232,123856,124497,125461,126048,127134,127701,128395,128659,128958,129158,129104,129164,129435,129715,129799,129899,129352,129110,128688,91411.41667,95683.66667,102952.25,117600.75,113740.4167,116983.9167,124391.8333,129253.4167
Fond du Lac County,WI,Fond du Lac,103192,103478,103686,104436,105110,106386,107310,108664,109278,109861,110151,110755,111402,112457,113678,114611,115825,115953,115810,114899,114732,115853,117078,118263,118602,118230,118163,118270,118796,119115,119275,119481,119423,118790,118217,117586,117402,117475,117595,117597,117197,117116,117610,118341,119072,119431,120021,120708,121884,123196,124197,124916,125493,126063,126377,126655,127086,127835,128500,129321,129638,129934,130229,131041,131834,132743,133408,134085,134591,135125,135615,135849,136569,137124,138126,138470,139174,139629,140287,140832,141439,142245,142655,143002,142955,143423,143652,144260,144723,145411,146198,147161,148222,149152,150542,152207,106858.9167,115046.75,118662.3333,128095.9167,125960.25,132841,139962.6667,146492.1667
Tompkins County,NY,Ithaca,183758,183036,184357,186934,189519,190614,191772,193086,194000,196899,199082,200609,202540,204317,204616,202481,201623,202206,203882,204032,204561,202922,202213,202301,203150,203616,203707,204870,205967,206679,206475,207394,208123,209681,209692,209470,207876,207562,207163,207047,205916,204991,204603,204394,204778,205360,205876,206020,206577,207480,209299,211153,213344,215333,216416,217143,217065,217043,217656,218722,219439,219699,219778,220396,220865,220916,221415,221650,221630,220945,220798,220608,220692,219690,218656,216389,214741,213570,213940,214903,216957,218240,218263,217810,218005,219505,220822,222880,224582,226245,226756,227103,226976,227890,229526,231573,191138.8333,203141.1667,206568.6667,223421.3333,213935.9167,220678.25,216987.5833,225155.25
Houston County,AL,Dothan,114025,113918,113756,113879,113842,113846,113864,113928,113933,113829,113858,113726,113837,113747,113786,113575,113732,113989,114229,114233,114132,114307,114477,114848,115097,115454,115709,115968,116156,116244,116215,116219,116322,116326,116394,116302,116405,116493,116754,117060,117315,117590,117882,118305,118638,118976,119064,119338,119518,119731,119808,119948,120356,120750,121106,121097,121244,121283,121667,121785,122022,122102,122359,122486,121912,121446,121119,121395,121420,121544,121681,121937,121872,121922,122049,122307,122761,122986,123280,123313,123330,123531,123769,124513,125358,126304,126960,127614,128430,129393,130270,131165,132211,133121,133975,134453,113867,114074.3333,116033.8333,127510.1667,120691.0833,121785.25,122969.4167,129937.8333
Ashtabula County,OH,Ashtabula,84197,83821,83377,83608,82869,82943,82901,83692,82899,82474,81803,82128,83629,84706,85781,85930,86446,86614,86777,86616,87071,87341,87726,87724,87480,87168,86756,86625,86724,86901,87116,87193,87413,87646,87845,87877,87701,87547,87662,88023,88332,88603,88839,89174,89418,89525,89571,89496,89589,89687,90038,90550,90950,91361,91499,91912,92136,92790,94194,96026,97980,99831,100558,100237,100245,100540,101623,101996,103230,104125,104219,104533,104027,104486,105169,106953,107967,107500,107818,108572,110155,110966,111493,111031,111033,110614,110782,110595,110912,112321,112833,113390,112992,113389,114349,115998,83059.33333,86363.41667,87228.66667,95980.66667,91727.66667,101593.0833,108011.4167,112434
Franklin County,MO,St. Louis,134295,134634,135044,135114,135136,135128,135227,135252,135306,135471,135769,136154,136453,136652,136896,137238,137737,138195,138497,138808,139183,139585,140061,140463,140902,141363,141906,142462,142852,143062,143255,143520,143870,144256,144764,145412,145836,146013,145694,145553,145572,146206,147121,147973,148519,148821,148659,148433,148211,148498,149316,150133,150857,150987,151036,151423,151992,152471,152842,153231,154084,154961,155800,156423,157006,157914,158830,159176,159371,159988,161179,162377,163167,163719,164033,164735,165626,166434,166763,166747,167019,167083,167442,167678,168106,168660,169533,170379,171292,172403,174092,176488,178946,181638,184123,187018,135210.8333,138314,143135.3333,159151,150916.4167,158092.4167,165870.5,175223.1667
Adams County,PA,Gettysburg,185833,185916,185935,185943,185934,185923,185885,185722,185624,185508,185595,185614,185665,185730,185986,186245,186508,186663,186914,187161,187485,187798,188117,188451,188781,189056,189242,189261,189284,189316,189472,189574,189535,189540,189556,189782,190084,190565,190605,190866,190837,191148,191292,191814,192513,192908,193348,193671,194197,194500,195442,196477,197841,198944,199874,200640,201292,202399,203531,204680,205376,206143,206756,207269,207857,208224,208743,208978,209346,209634,209999,210380,210740,210966,211068,211670,212467,213510,214372,214972,215259,215364,215325,215624,216203,217181,218173,218942,219621,220432,221523,223165,225200,227536,230160,232744,185786,186893.5833,189366.5833,207452.75,199151.4167,208225.4167,213444.75,222573.3333
Cecil County,MD,Philadelphia-Camden-Wilmington,220089,219846,219186,217740,216200,215449,215631,216998,218442,219180,219882,220359,222267,223974,226876,228128,229321,229944,229118,227187,224527,223199,222647,223053,222458,221333,220232,218969,218688,217761,218877,219673,220295,219781,218396,216996,214845,213505,212690,214254,215633,216883,217179,217694,218890,220556,223202,225642,228945,231631,233707,234694,234975,234622,233429,232756,232595,233495,234219,234783,233944,233917,233757,234363,234949,237018,239502,240840,241781,242205,243146,244075,245458,246093,246585,246687,247555,248077,249007,249282,249491,248749,247929,247466,247761,248787,249666,250786,251658,252367,252950,254684,256774,259863,263053,266280,218250.1667,225853.4167,219454.9167,235664.0833,233320.9167,238291.4167,247698.25,254552.4167
Pennington County,SD,Rapid City,170196,170679,171465,172316,173169,173558,174141,174697,175350,175804,176255,176591,177147,177563,178495,179179,180021,180445,180788,181092,181499,182034,182616,183088,183510,184125,184651,185326,185619,186098,186520,187265,187850,188393,188778,189368,189997,190519,191045,191648,192459,193040,193591,194054,194670,195400,196291,197332,198317,199292,200148,200939,201771,202742,203879,204594,205288,205630,206181,206336,206610,206953,207530,208065,208780,209564,210099,210752,211337,212427,213283,214247,215204,216094,217147,218062,219159,219999,221009,221867,222590,222972,223335,223972,224731,225593,226240,227110,227824,228780,229793,231057,232562,234259,236158,237995,173685.0833,180330.5833,186458.5833,209117.8333,202926.4167,209970.5833,220117.5,230175.1667
Bartow County,GA,Atlanta-Sandy Springs-Roswell,112799,113673,114563,115246,115923,116618,117292,118013,118751,119553,120286,121086,121616,122278,122881,123699,124400,125073,125710,126423,127189,127983,128667,129270,129751,130121,130474,130907,131609,132473,133483,134339,134913,135230,135809,136603,137744,138757,139824,140809,141821,142725,143455,143996,144602,145582,146652,147860,148804,150001,151210,152622,154113,155325,156577,157649,158974,160391,161790,162954,163723,164496,165565,166846,167648,168992,170393,172726,175209,176984,178368,179143,180551,182283,183469,184313,184934,185680,186458,187072,187395,188004,188612,189421,190254,190720,191678,192780,194355,195697,197078,198239,199604,201196,203133,205429,116983.5833,125432.4167,132976,154202.5,155867.5,170841.0833,185682.6667,196680.25
Newton County,GA,Atlanta-Sandy Springs-Roswell,92939,95019,96932,98642,100276,102808,104704,105622,105171,105926,107663,110737,111290,110177,108540,108871,110863,112978,114321,115842,118458,120666,121613,120655,120963,121652,123567,124532,124473,123485,123091,122994,123150,123266,123715,124792,125781,127365,128359,129202,129573,130186,130848,131398,131786,132581,133957,135043,135648,135870,136383,136691,137384,137960,138753,139458,140286,140700,140657,141002,141931,143254,144309,145773,147519,149865,152086,154174,155720,157062,158886,160627,162070,162822,163933,165268,166599,167610,168625,169567,170258,170733,170868,171340,172131,173360,174355,175073,175656,176294,177062,178095,179708,181800,184118,186252,102203.25,114522.8333,123306.6667,140905.9167,138399.3333,150933.8333,167474.4167,177825.3333
Lenawee County,MI,Adrian,106031,106481,107072,107584,107845,108270,108993,108528,107911,107377,108079,109079,109762,110455,110746,111405,112553,113881,114402,114975,115293,115606,115610,115617,116426,116973,117702,117992,118172,118293,118984,120099,121268,122404,123129,123984,124330,124857,125291,125986,126671,127010,127605,128297,129653,130651,131756,132463,133346,134281,135469,136646,137919,139316,140265,140888,141217,141777,142541,143358,144310,145257,146129,146868,147030,147187,146959,147227,147073,147390,147490,147925,148604,149447,150185,151001,152212,153467,154608,155005,155543,156062,156782,157649,158046,158395,158743,159147,159561,159966,160786,162037,163468,164675,165837,166780,107770.8333,113358.75,119618.8333,138212.8333,138918.5833,146737.0833,153380.4167,161453.4167
Hanover County,VA,Richmond,231895,233108,234803,235928,237887,239312,240790,242239,243705,245172,247278,249385,250620,251267,251528,252103,251556,251975,252479,253433,254000,254360,254451,253952,253739,253862,254648,255488,256737,257333,257334,257408,257326,257674,257576,257961,258285,258309,258248,258349,259137,259954,260948,261590,262488,263275,264664,266093,267390,268557,269409,270138,270771,271970,273234,274517,275753,277006,278100,278712,279732,281180,282975,285035,286299,286867,287008,287577,288333,289146,289767,290990,291771,291879,291760,291267,291989,292825,294224,295045,295798,296399,297014,297145,297529,298486,299658,301106,302135,303428,304618,306213,307943,309950,312252,314943,240125.1667,252643.6667,256423.8333,282441.75,272963.0833,286242.4167,293926.3333,304855.0833
Putnam County,NY,New York-Newark-Jersey City,303510,307265,310914,313519,312672,312896,315535,317166,318087,320621,324233,326967,329576,328777,327690,325069,326112,325473,325057,324957,325725,324953,323030,323125,321250,319552,317501,319924,322217,324249,324416,324266,325118,324357,324394,322831,324180,325937,327455,325370,322500,323491,327142,331509,332562,335162,337357,339327,340315,341730,344827,347495,349923,349160,348093,347060,348102,348927,350636,353350,356217,358358,358069,359816,361287,363974,364738,364887,364908,365482,365526,365884,365903,365692,367198,368987,372848,374293,376043,376610,377206,376224,375392,375307,375944,377382,377781,377408,375891,376414,377844,380651,383419,387358,391556,395139,315282.0833,325795.3333,322506.25,356235.25,347468.1667,362428.8333,372641.9167,381398.9167
Cass County,MO,Kansas City,137986,139624,141535,143005,144104,144797,145794,146578,147149,147752,148640,149640,150289,149964,150038,150099,150954,151575,152017,152100,151928,151722,152045,152478,153160,153900,154381,155399,156166,157213,157910,159110,160488,161915,162436,163009,163283,164276,164900,165461,165940,166774,168190,169425,170483,171122,172033,172982,174204,175277,176978,178455,179699,180446,180806,181263,181927,183307,185219,187091,188409,189296,190120,191325,192833,194500,196254,198020,199370,200357,200703,201386,202509,204103,205177,205872,206141,206372,206521,206372,206374,206111,206733,207208,207986,208275,208971,209928,211222,212686,214362,216396,218650,221345,223745,226345,144717,151267.4167,157923.9167,181489.8333,180389.3333,195214.4167,205791.0833,214992.5833
Yamhill County,OR,Portland-Vancouver-Hillsboro,203153,202252,205777,210320,215455,218327,221115,221778,222060,222169,226227,231020,235054,236124,236529,235653,236506,237334,239247,240858,242787,244528,245035,246088,247655,250069,251552,254118,254924,255929,255415,256850,258370,260784,262047,262510,263438,264839,267449,269595,272926,276934,283196,288849,293401,296033,298931,303408,307783,311491,313199,315338,316396,317420,316180,314113,313435,313771,316168,317413,320240,322805,326680,328560,331788,334370,337897,340883,343682,346751,347968,348697,347458,348274,349223,351942,352932,353726,353786,354673,356491,358592,360448,361424,363079,364146,365491,366653,368947,372078,376096,380360,384090,387721,392511,399051,216637.75,239645.25,255851.9167,303459.0833,314392.25,335860.0833,354080.75,376685.25
Steuben County,NY,Corning,94138,94274,94584,94915,94857,94457,94135,93938,93842,93838,94389,95178,95832,95911,95754,95598,95818,95836,95999,95702,95574,95598,95500,95475,95350,95522,95672,95954,95922,96034,95497,95499,95581,95894,95973,95695,95429,95330,95427,95506,95582,95973,96736,97335,97236,96854,96812,96997,97504,97645,97934,98143,98654,99247,99740,100174,100994,101731,102187,102577,102947,103727,104093,104569,104841,104667,104621,104354,104430,104292,104479,104453,104319,103867,103856,104161,104817,105656,106382,107016,107260,107596,107484,107359,107172,107301,107454,107381,107156,107080,107136,107484,107998,108658,109639,110844,94378.75,95716.41667,95716.08333,104242.6667,99710.83333,104289.4167,105814.4167,107941.9167
Albemarle County,VA,Charlottesville,309380,310052,313064,316236,318015,318338,317134,317221,317775,318290,318728,319143,319559,320264,321343,323030,324212,325279,325898,325818,324840,324538,324179,324725,324626,325089,324539,324649,325276,326424,327078,328105,328870,329799,330702,331315,331364,331017,331525,331565,331044,330648,331357,332712,334648,336247,337773,338342,339903,341574,344164,346563,349212,351056,351857,352502,353140,354208,355175,357363,359605,361823,362629,362945,363211,362768,363270,363314,363769,363579,363986,364053,363572,363094,363428,364728,365903,367321,368594,369722,371000,371466,371983,371927,372625,372976,373498,373648,373997,374788,375537,376751,377762,379750,381572,383941,316114.6667,323640.4167,327206,360796.4167,349726.4167,362912.6667,367728.1667,376403.75
Bradley County,TN,Cleveland,129526,130011,130477,130879,131215,131712,132506,133805,134864,135812,136352,136896,137203,137463,137246,137125,137195,137517,137669,137292,136801,136178,136070,136307,136833,137750,138710,139970,140657,141227,141585,142032,142295,142261,142188,141846,141772,141310,141515,141824,142650,143101,143535,144056,144893,145851,146900,148201,149576,150565,151166,151087,151085,151239,151834,152834,153903,155351,156649,157995,158610,159484,160104,161145,162123,163563,165293,166507,167297,167365,167327,167413,167742,168473,169060,169896,170383,170593,170812,171319,172521,173761,174930,175829,177055,178326,179797,181070,182697,184378,185899,187468,188776,190455,192410,194629,132837.9167,137005.5,140612.8333,155621.1667,152773.6667,163852.5833,171276.5833,185246.6667
Highlands County,FL,Sebring,83601,83606,83613,83930,84330,84749,85220,85724,86143,86466,86779,87479,87973,88394,89072,89379,89966,90016,90251,90646,91777,93297,95011,95885,96217,96458,96546,97395,98298,99596,100709,101521,102054,101790,101249,101167,102318,103670,105363,106417,107531,108359,109104,110026,110713,111743,113099,114853,116133,117241,117788,118632,118788,119465,120453,121478,122445,123530,124636,124962,125361,125814,126953,127742,129281,130289,131007,131684,132832,134058,134870,136057,137022,137808,137825,137931,138228,138791,139573,140006,140315,140577,140906,141302,141680,142530,143709,145009,145971,146954,147918,149251,150559,151929,153567,155242,85136.66667,90972.25,99416.66667,117030.25,120462.5833,130495.6667,139190.3333,147859.9167
Nevada County,CA,Truckee-Grass Valley,303502,305933,311168,318321,328414,336674,341885,347475,354440,362406,369037,375413,381950,387385,391759,394009,393027,392882,394369,394208,390050,385627,383877,383745,384921,385540,385626,384401,383945,383859,384860,387721,392344,396325,399136,402387,401918,403701,404312,408250,410338,413519,415855,417353,419630,422871,426291,429063,434106,436022,438200,439367,443688,446687,448765,452512,455020,457404,458156,459047,460871,464362,468458,469587,470916,473195,475490,476017,476541,477497,478771,478977,478065,477722,479616,485791,489798,489883,486857,482620,478334,473638,472619,474789,479034,481065,481168,480361,481198,485424,492900,502686,513747,525997,536534,546306,337889,389407.3333,389255.4167,447957.3333,447414.5,472556.8333,480811,500535
Eau Claire County,WI,Eau Claire,130464,130770,131205,132222,132767,133907,135154,136450,136990,137428,137132,136576,136474,137361,138633,139453,139645,139358,138986,138784,138579,138209,138129,138138,138372,138237,138457,138966,139913,140821,141622,142457,143524,144680,145640,146861,148055,149185,149442,149436,149643,149932,150620,150954,151594,152086,152962,153726,154737,155725,156814,157778,159048,160724,162249,163745,164920,166149,167242,168825,170016,171009,171805,173189,174274,174634,174661,174590,175124,175794,176603,176823,176937,176948,177333,177797,178257,179118,179926,181569,182308,183435,184289,185664,187010,188586,190223,191624,193212,194864,196879,198427,200607,202535,204783,206975,134255.4167,138479.0833,141629.1667,162874.6667,161496.3333,174043.5,180298.4167,196310.4167
Wicomico County,MD,Salisbury,136216,140291,143439,147582,151073,152413,152441,150542,148079,146281,146334,146013,145799,142530,140088,136904,135206,135142,135608,137984,140363,142741,143860,144814,145872,146190,146582,147231,147948,146885,146198,144615,144047,142525,141985,142105,141605,141278,141086,142301,143358,145053,145440,145096,143858,143470,143941,144077,144635,145469,146032,146010,145895,145924,146003,147068,148683,150223,150491,150830,151088,152894,154487,155712,155964,156378,157603,158166,158389,158419,158932,159625,160181,159200,158336,157711,158648,159573,160308,160940,161703,162493,162901,163328,163966,165394,166618,167953,168619,169177,169532,170119,170705,171370,172360,173231,146725.3333,140086.5833,145181.9167,155222.3333,147271.9167,156471.4167,160443.5,169087
Madison County,TN,Jackson,103698,103099,102153,101348,101128,101131,101621,101820,102113,102114,102343,102300,102484,102608,102660,102358,101656,100935,100445,100254,100188,100244,99923,99913,100118,100570,100993,101547,102459,103389,103938,104179,104106,104082,104191,104555,104606,104556,104258,103915,103606,103217,102904,102748,102777,102911,103010,103033,103244,103657,104464,105377,106074,106867,107954,108947,110072,110799,111558,112141,112920,113964,114562,114999,115442,116146,116869,117421,117532,117611,117815,117939,117899,117229,117519,118126,119162,119673,119812,120043,120568,121378,122441,123619,124961,126443,127521,128484,129226,130317,131712,133216,134746,136214,137460,138768,102072.3333,101139,102843.9167,112174.6667,107596.1667,116101.6667,119789.0833,131589
Cleveland County,NC,Shelby,91473,91468,91516,91505,91551,91506,91489,91509,91531,91632,91691,91873,91996,92216,92418,92691,92944,93221,93525,93806,94096,94300,94578,94832,95140,95397,95630,95845,96055,96314,96642,96958,97255,97494,97690,97861,98182,98553,98951,99230,99555,99857,99972,100094,100201,100447,100609,100782,101252,101766,102277,102635,102861,102995,103071,103412,103916,104294,104718,105054,104575,104116,103795,104141,104447,104698,105222,104923,104925,105375,106656,107858,108894,109642,110242,110565,111311,111391,111970,112277,112425,112195,112130,112611,113160,113684,114441,115184,115695,116815,117478,118805,120177,121737,122836,123683,91562,93385.25,96523.41667,107857.8333,103187.5833,105060.9167,111304.4167,117807.9167
Fairbanks North Star Borough,AK,Fairbanks,231594,231742,231868,231804,230499,227189,223640,221786,221916,220809,219684,218537,218673,218136,217896,217020,216374,215780,216170,216381,216216,216427,216636,217387,216323,216353,216125,218210,220402,223110,224524,224620,224190,223802,224245,224510,225734,226511,227311,226125,225613,225263,226169,227326,228343,229560,229957,230896,232164,233992,235239,236073,236272,236841,237911,239867,242507,244590,246187,245568,244568,242931,242783,243914,245035,245355,243573,241169,239699,239373,240026,241101,242271,242498,242515,242433,243319,243762,244883,245465,243790,241098,238629,238679,238701,239668,239695,239499,238823,238879,239375,240519,242941,245872,248503,249656,225922.3333,216924.6667,221367.8333,246109.8333,238934.25,242460.5833,242445.1667,241844.25
Cape May County,NJ,Ocean City,350720,351560,351035,348682,345767,343886,343237,343774,344362,345041,345580,347331,346787,347623,348768,351745,352751,352310,351136,350210,349409,348968,348955,348495,348814,348889,348325,347175,347564,349720,351354,352923,353952,354990,355170,354864,354978,355170,355824,355540,355376,355383,356500,356614,356266,355465,354859,354640,354135,353937,354414,356345,359016,360467,361041,361168,361943,363412,365963,368719,370999,372891,374368,375688,375931,376154,376788,379433,382471,385247,385598,385899,386845,388257,388912,388206,388095,387418,387702,388606,391770,393902,395048,395793,397369,399976,403056,407246,411689,417268,422462,426688,429253,433194,439565,446857,346747.9167,349763.0833,351145,385123.25,360046.6667,378455.5833,390046.1667,419551.9167
Roanoke City,VA,Roanoke,109267,109377,109533,109673,109784,109854,109945,109976,110085,110191,110401,110641,110988,111271,111544,111760,112004,112284,112530,112932,113311,113833,114188,114499,114561,114629,114670,114797,114946,115036,115141,115191,115061,115254,115548,116039,116197,116322,116495,116578,116592,116571,116563,116594,116803,116025,115211,114279,114553,114855,114992,115224,115458,116006,116428,117017,117332,118110,118765,119497,119667,119889,120299,120519,120708,120690,120926,120685,120591,120723,121383,122156,122663,123274,123877,124849,125846,126699,127194,127846,128318,129289,129653,130611,131361,132535,133475,134304,135225,136390,137833,139461,141322,142683,144408,145695,109893.9167,112595.3333,115072.75,125855.75,116519.75,120686.3333,126676.5833,137891
Daviess County,KY,Owensboro,100710,100734,100742,100712,100668,100621,100579,100526,100476,100452,100524,100623,100774,101000,101256,101516,101729,101993,102285,102719,103154,103587,103902,104206,104570,104908,105245,105539,105856,106198,106520,106957,107401,107881,108213,108573,108799,109157,109474,109946,110403,110867,111326,111397,111489,111573,112078,112601,113221,113813,114548,115185,115804,116283,116810,117528,118267,119025,119727,120430,121169,121639,122298,122868,123354,123494,123569,123875,124236,124609,125098,125779,126805,128007,128738,129395,129401,129455,129393,129701,130164,130477,130758,131370,131875,132345,132947,133759,135200,136894,138782,140331,141842,143607,145504,147216,100613.9167,102343.4167,106488.4167,119806.9167,116720.0833,123499,129472,138358.5
Craighead County,AR,Jonesboro,117795,118197,118550,118801,118990,118941,118972,119020,118862,118618,118582,118705,119029,119358,119736,120040,120426,120972,121321,121718,122021,122554,122820,122876,122867,122894,122770,122929,123103,123325,123502,123606,123646,123388,123211,123416,123762,124162,124597,124649,124699,124768,125211,125666,126342,127235,128147,128687,128914,129118,129426,129969,130554,131071,131342,131457,131702,132073,132583,132868,133509,134125,134899,135454,135908,136087,136411,136827,137212,137179,136940,137059,137190,137500,137751,138061,138434,138942,139540,140236,140774,141381,142109,142881,143630,144218,144778,145397,146041,146763,147411,147989,148696,149544,150395,151118,118669.4167,121072.5833,123221.4167,135945.0833,130923.0833,135967.5,139566.5833,147165
Cabell County,WV,Huntington-Ashland,88849,88980,89180,89473,89711,89789,89792,89806,90152,90459,90773,90850,90978,91043,91139,91253,91471,91597,91682,91740,91938,92160,92418,92674,92712,92783,92771,92951,93043,93150,93220,93284,93445,93669,93872,94028,94268,94522,94792,94976,95204,95435,95657,95962,96092,96243,96301,96492,96643,96768,96934,97121,97367,97616,97937,98186,98518,98839,99234,99514,99818,100135,100417,100647,100771,101067,101289,101528,101622,101651,101802,101980,102221,102427,102626,102817,103051,103536,104116,104833,105318,105537,105236,105017,104989,105195,105280,105418,105598,105548,105483,105357,105501,105917,106692,107448,89817.83333,91674.41667,93244,103331,97889.75,101060.5833,103894.5833,105702.1667
Lafourche Parish,LA,Houma-Thibodaux,125964,124771,123884,123792,123709,123787,123651,124352,125615,126814,127683,128045,129363,130062,130744,130308,130378,130502,131039,130053,129144,128263,128984,129696,130225,130746,131187,131907,132204,132516,132592,133340,133834,134502,134567,134871,135433,136313,137056,137532,137961,138368,138890,139410,140178,140658,141028,141221,140877,140216,139826,140259,140841,141263,141502,141875,142026,142222,142280,142455,143029,143681,144403,144402,144394,144193,144431,144773,145285,145842,146743,147632,148662,149168,149948,150433,151061,151312,150906,150507,150065,150129,149619,149122,148215,147782,146940,146452,145759,145395,145254,144969,144606,143802,143233,142602,125172.25,129878,132707.5833,149909.9167,141303.5,144900.6667,150077.6667,145417.4167
Floyd County,GA,Rome,85243,85628,86009,86418,86803,87214,87661,88157,88399,88605,88732,89102,89506,89980,90438,90929,91388,91933,92342,92813,93267,93774,94292,94756,95148,95466,95769,96218,96578,97021,97414,97830,98156,98479,98970,99484,100142,100660,101076,101088,101410,101507,101850,101780,102099,102350,102517,102587,102835,103369,104165,104875,105415,106008,106574,107563,108355,109310,110142,111130,111563,111930,112182,113173,113989,114922,115658,116458,117111,117628,118121,118597,119484,120603,121670,122180,123007,123503,124426,125250,126562,127370,128061,128842,130010,130965,131844,132848,133759,134910,135856,136798,137492,138666,140017,141303,87330.91667,92118.16667,97211.08333,109879.1667,106645.0833,115111,124246.5,135372.3333
Monongalia County,WV,Morgantown,162888,163106,163345,163733,164104,164598,165078,165598,165950,166400,166791,167268,167589,167819,167994,168267,168700,169124,169620,170000,170523,171080,171831,172441,172983,173530,174115,174722,175191,175593,175905,176259,176649,176788,176858,176948,177226,177740,178251,178888,179334,179781,180104,180374,180522,180846,181060,181331,180881,180981,181097,181851,182300,182866,183575,184306,185052,185884,186779,187737,189999,190738,191361,190368,190561,190626,190705,190964,190720,190613,190717,191468,191736,192521,193306,194560,195193,195835,196399,196998,196418,196599,196887,198097,198301,198260,198428,198894,199333,199767,200183,200446,201823,202495,202959,202393,164904.9167,169582.3333,175461.75,194367.0833,183609.0833,190736.6667,195379.0833,200273.5
Garland County,AR,Hot Springs,124021,126576,128412,128548,128342,128346,128869,129590,130101,130334,130071,129629,128487,127280,126441,125815,125434,124699,124308,123831,123780,123670,123571,123019,121816,121242,121179,122270,123372,124443,125299,126066,126273,126065,125936,126197,127029,127384,127441,126832,126468,126451,126523,126533,126712,127458,128048,128399,128650,129316,129885,130296,130737,131094,131521,131770,132171,132697,133598,134869,135419,135370,135664,136544,137472,138226,139033,139944,140610,140908,141318,141670,142566,143215,143299,143379,143779,144575,145031,145875,146922,147646,147806,147989,148668,149929,151356,152638,153742,154752,156113,157282,158524,160332,162629,165027,128569.9167,125027.9167,124179.8333,137622.9167,131383.6667,138514.8333,145173.5,155916
