RegionName,StateName,Metro,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,2013,2014,2015,2016,2017,2018,2019,2020
Salt Lake County,UT,Salt Lake City,227397,229939,232361,235752,238161,241138,244067,247541,250404,252671,254266,255311,256079,256706,257744,257058,257049,256542,256560,256426,256222,256787,257884,258619,259991,261358,263523,266001,268151,270139,271855,274399,277066,279569,281085,282711,284283,285722,286461,287501,289372,291461,293831,294760,296519,297914,300989,304345,307346,309956,312322,314954,317146,319904,322067,325268,327351,329962,331625,333290,334110,336347,339540,343538,346886,349250,352203,354208,356526,358718,361403,364287,367449,370322,372122,373152,373639,375150,376677,378700,380777,382008,383247,383953,385716,387369,389655,392359,396287,400203,404353,408890,413959,420239,427058,434907,242417.3333,256973,271320.6667,316322.4167,320932.5833,349751.3333,376433,405082.9167
Travis County,TX,Austin-Round Rock,236191,238687,241011,244203,247129,249761,252203,254096,256334,258823,262547,265227,267767,269331,271220,272752,274734,276900,278642,280817,283224,285949,287937,289621,291061,292882,294440,295764,297089,298828,301855,305010,307445,308802,309897,312162,315147,317666,319734,321385,322943,324210,325283,325593,326345,327884,330480,332224,332548,333264,334760,337166,338882,339871,340192,340602,341759,343234,344948,346364,347794,348652,349344,349442,350575,352778,355226,357977,358726,359961,359421,360456,361716,364362,365335,366384,366998,368738,370223,371477,373126,373860,375048,376234,378356,380433,383431,386885,390741,393803,397573,401879,407273,413679,421237,428759,250517.6667,278241.1667,301269.5833,350088,339465.8333,354196,369458.4167,398670.75
Saint Louis County,MO,St. Louis,150269,151228,152018,152248,152410,152623,152528,152835,152806,153521,154113,154894,154922,154930,154722,154624,155300,156333,157685,158303,158902,159210,159323,159075,158292,158379,158788,159925,160448,160883,161182,161843,162463,162983,163051,163866,164868,165788,165939,166224,167014,168218,169427,170145,170883,171728,173319,174215,175144,175946,177329,178256,178516,178928,179448,180440,181572,182515,183230,183671,184005,183908,184685,185871,187443,187758,187868,188368,188560,189158,189634,190814,192313,194061,195568,196194,196783,196917,196715,195867,195692,195804,195855,196209,196588,197329,197352,198083,198893,200746,203064,205746,208208,210486,213144,215556,152624.4167,156944.0833,161008.5833,182636.1667,179582.9167,187339.3333,195664.8333,203766.25
Pima County,AZ,Tucson,153151,153157,153413,154434,156183,157948,159337,160492,161683,163179,164124,165213,166008,167790,168156,168184,167806,167963,168461,168939,169152,169052,169325,169280,169207,168519,169077,169810,170439,170810,170256,169826,169688,170238,170524,171139,171978,173059,173802,174460,175351,175574,176790,177889,178984,179592,180506,181622,182738,183761,184781,185442,186228,187590,188784,190226,191407,192676,193705,194935,195959,197041,198275,199783,201329,202560,203628,204421,205632,206965,207810,207514,208324,209550,210735,211150,212224,213880,215531,216743,217873,219037,220021,221779,222829,224174,225599,227783,229613,231295,233335,236093,239034,242176,246096,250294,158526.1667,168343,169961.0833,190895.5,188522.75,202576.4167,214737.25,234026.75
Montgomery County,MD,Washington-Arlington-Alexandria,416377,419792,422400,423478,426267,428548,431555,433981,437496,440971,444528,445957,447480,448946,449925,451150,450459,449957,449196,449037,449088,448060,447475,446966,446469,447243,448647,449609,449308,448926,448691,447780,446207,446102,446581,449106,450039,448871,446201,445036,446468,447625,448247,449072,451398,453089,453455,452309,453716,455596,458868,459687,460297,460880,462066,463451,463838,464851,466490,468044,466910,468037,469025,472411,473647,475216,476627,477493,477976,477502,477089,477860,480858,481637,480302,478041,478284,480019,480645,480978,480982,482301,483781,483998,482976,482477,484719,487309,489477,490858,493562,497229,502065,506867,512089,518511,430945.8333,448978.25,447889.0833,486743,461482,474149.4167,480985.5,495678.25
Honolulu County,HI,Urban Honolulu,541261,542535,543582,547628,547182,547041,546606,552723,559011,564640,568148,573099,577769,582458,585658,587450,589509,593611,597316,600155,600882,600869,602056,603524,606362,607977,610170,612952,617611,620971,624184,624159,624065,625167,627409,628596,629920,632046,634695,636825,638334,640898,643600,648768,654366,659584,662272,665652,668166,670604,672745,675337,680632,684900,688970,689523,692016,694718,699504,702995,706229,708944,711805,714375,714474,714522,715158,718341,719392,719414,718033,717479,716880,717313,717814,716839,715111,713692,714283,714343,713331,712046,710158,708642,707393,706447,705609,706162,708264,710755,711982,713515,716970,721677,727837,734325,552788,593438.0833,619135.25,697963,685009.1667,714847.1667,714204.3333,714244.6667
Westchester County,NY,New York-Newark-Jersey City,532969,535342,537603,539737,543174,546230,549694,551126,552250,554695,557825,561257,563864,566443,568578,570532,571842,572525,572757,574265,576705,579329,581334,581902,583018,584127,586724,587038,586666,586355,587201,588508,589040,589205,589270,589535,589302,587315,585170,586369,588652,591345,592731,593031,592871,591969,592144,593265,594661,597576,599670,602296,604728,608903,612361,616128,619115,622744,624736,628136,630459,633930,635469,634564,632871,628948,626197,623428,622873,623215,624478,622817,622056,618396,617854,619955,623735,627337,628067,629136,628704,626550,623718,623933,625344,628617,629886,630432,630474,631754,635321,639074,643585,649409,656155,662249,546825.1667,573339.6667,587223.9167,639474.9167,610921.1667,628270.75,624120.0833,638525
Milwaukee County,WI,Milwaukee-Waukesha-West Allis,99295,100262,102214,104719,106631,107862,108402,109444,110773,111964,112580,112793,112900,113115,113856,113807,113630,113406,114259,114602,114371,114076,114426,115319,115758,116144,115279,115491,115721,116524,116565,116633,117095,117732,118546,119087,119721,120537,121625,122005,122266,122376,122704,123381,124168,125150,125618,126000,126297,126313,125921,126066,126822,128185,129082,129947,130412,130959,131493,132661,134402,135872,137551,138449,139029,139014,139392,139953,140730,141217,141663,141827,141693,142367,143399,144721,145444,145932,146624,146998,147306,147847,148588,149755,150876,151952,152475,153197,154553,156395,158089,160072,162219,164452,166745,168887,107244.9167,113980.5833,116714.5833,132886.5,128679.8333,139091.5833,145889.5,158326
Fresno County,CA,Fresno,161093,162829,164450,166839,169495,172680,175578,178282,180756,183622,185736,187544,190090,191967,194311,194729,195933,196063,195694,195689,195790,196687,197225,197766,198361,199140,199214,200196,200875,202395,203795,204997,206126,206467,207534,208915,210166,210808,211616,212557,213573,214593,215127,216275,217815,220092,221836,223345,224256,225985,227948,229618,230298,230999,233097,235302,236902,238182,239274,240799,242966,244885,245775,246946,249867,252773,254236,253757,253727,254186,255886,256973,257640,258091,259060,259553,259774,261115,262054,263115,263039,264267,265094,265914,266410,267104,268455,270314,271954,272980,275028,278216,282532,285985,289571,293824,174075.3333,195162,203167.9167,233059.8333,232721.6667,250998.0833,261559.6667,276864.4167
Shelby County,TN,Memphis,97885,98234,99134,100078,100714,101001,101037,101465,102116,103285,104651,106114,106909,106955,106097,105717,105616,106061,106462,106643,106769,106436,106116,105883,106401,107089,107980,108200,108767,109070,109306,109584,109848,110470,110927,111188,111474,111829,112216,112395,112338,112406,112941,113282,114000,114375,115317,116179,116486,116620,117201,118614,119867,120949,121818,123123,123763,124759,125258,126103,126696,127588,128247,129182,130149,131222,132078,132706,133796,134635,135538,136263,137747,138939,140123,140591,141686,142343,143260,144041,145005,145617,146461,147518,148629,149753,150891,152350,153425,154925,156462,158239,159870,161979,164082,166160,101309.5,106305.3333,109069.1667,122495,121213.4167,131508.3333,142777.5833,156397.0833
Fulton County,GA,Atlanta-Sandy Springs-Roswell,179823,181257,183392,185241,187451,189420,191966,194661,197723,200433,202921,205358,207698,210174,211083,211920,212354,213543,215076,216759,218128,219171,219897,221113,222082,223081,224671,226712,229414,231700,233036,233720,234731,236093,238251,239077,240369,241622,243697,245756,246999,247761,248454,249540,249941,251421,252872,255873,258332,260769,262603,263461,264455,265977,268107,270613,273673,275977,277801,279136,280598,282262,283853,286382,289177,292188,294408,296066,297873,299577,301253,301630,302317,302095,302810,303659,305828,306236,306563,306271,306615,306653,307225,308290,309591,311133,312402,313368,313260,314387,315948,318289,320103,322452,324618,327229,191637.1667,214743,231047.3333,267781.8333,268408.6667,292105.5833,305380.1667,316898.3333
Mecklenburg County,NC,Charlotte-Concord-Gastonia,163246,163042,164496,165873,168251,170258,172465,173999,175128,176085,177049,178629,179922,181664,182528,182937,183013,182974,182734,182482,182728,183341,184163,184999,185797,186682,187716,188979,189585,190281,191423,193318,194790,195825,196568,196970,197739,198780,199919,201344,203251,205557,207526,208665,210043,211391,213172,215063,216856,217978,219452,220796,222373,223730,224875,226711,228351,230654,232334,234163,235934,238196,240118,241604,242925,244285,246172,247617,249090,249632,250920,252110,253987,254470,255371,256366,257382,257997,258268,258909,259312,260153,261481,263091,264286,266230,267891,269789,271735,274050,276472,278779,281384,284071,286217,288271,170710.0833,182790.4167,191494.5,222451.6667,224856.0833,244883.5833,258065.5833,275764.5833
Erie County,NY,Buffalo-Cheektowaga-Niagara Falls,130329,130822,131157,131779,132500,133242,133770,134053,134419,135035,135861,136554,137285,137847,138212,138407,138245,138259,138127,138472,138731,138882,138996,139082,139226,139251,139377,139878,140639,141229,141907,142420,143124,143684,144146,144409,144685,145107,145646,145834,146003,146608,147201,147771,148030,148657,149280,150262,151215,152478,153590,154943,156379,157381,158176,158793,159702,160775,162085,163459,164364,164868,165324,166012,166440,167123,168171,169498,170525,171081,171170,171073,171543,172480,174033,175014,176591,177771,178640,178723,178458,178359,178832,179692,180629,181255,181591,182402,183068,184208,185662,187843,190630,193742,196866,200075,133293.4167,138378.75,141607.5,159124.4167,157414.6667,167970.75,176678,187330.9167
DuPage County,IL,Chicago-Naperville-Elgin,236322,238520,240661,242557,244082,246021,248192,250712,253953,255953,257342,258580,259965,261045,260657,260124,260353,261551,263116,264231,264999,265637,266325,266721,266764,266835,268122,270520,271527,271384,270064,269489,269602,270341,271408,272150,272428,273244,273406,273385,273731,274945,276917,278433,279324,279451,279002,279810,281786,284199,286354,287435,288352,288372,288732,289151,289785,291344,293537,295470,296296,295562,295586,296368,297937,299767,300769,301661,301980,302040,301747,300929,300102,300161,300308,301143,302059,302550,302592,301662,301071,300706,301056,301615,302406,302911,303437,303430,303137,303328,304303,306221,308291,310300,311977,313944,247741.25,262893.6667,269850.5,298852.1667,288709.75,299220.1667,301252.0833,306140.4167
Fairfield County,CT,Bridgeport-Stamford-Norwalk,386370,386349,388158,390253,393487,395450,396369,397014,398611,399133,400461,402315,405884,408747,409031,408760,406499,406873,406535,406994,406665,407289,407673,408122,404686,402873,402167,404145,406151,407533,409775,411437,412294,412206,410774,410208,411549,413953,416197,415615,414653,412923,411091,408553,406575,405950,407753,409909,413089,412590,412244,411754,414105,414714,415511,416622,418101,419341,420246,419994,418925,418970,419614,420522,418866,420306,422029,424262,424923,424239,423251,423448,422812,423469,423433,424670,426778,425814,423907,420770,418906,418612,418171,418376,419644,420269,421377,421977,423062,425804,429616,434600,439926,445340,451724,458045,394497.5,407422.6667,407854.0833,445410.75,415692.5833,421612.9167,422143.1667,432615.3333
Pinellas County,FL,Tampa-St. Petersburg-Clearwater,135275,137077,138632,140234,142039,143685,145558,147063,148413,149265,150825,152753,154023,154778,155378,156301,157343,158301,159012,159759,160759,162651,163949,164960,165711,167059,168381,169457,170415,172041,173902,175299,176606,177330,178573,179944,182762,185295,187653,189268,190792,191619,192177,193087,194570,195985,197795,199221,200177,200490,201272,202849,204678,206557,208526,211161,213347,215421,216483,217581,217446,218670,219874,222043,223723,225757,227811,229153,229913,230944,232396,234392,236230,236397,236367,236431,237692,238805,239823,239986,240346,240802,242079,243262,244955,247451,250157,252246,253726,255281,257040,259875,263139,266391,269164,271901,144234.9167,158934.5,172893.1667,206680.6667,208211.8333,226010.1667,239018.3333,257610.5
Bergen County,NJ,New York-Newark-Jersey City,414172,414412,413987,415332,418294,423543,427097,430098,430309,430996,431609,433217,433907,435328,438393,440029,440856,439767,440912,442190,443466,443200,442529,441917,443604,445729,446000,447100,448256,450073,449020,448475,450070,452816,456220,459207,460031,459823,459534,459057,458848,458833,461060,462510,463058,463600,464147,465133,465550,466917,468380,471076,473593,475836,477281,478704,480130,480645,480081,479175,481837,484318,487919,488298,488388,488058,487631,487613,488052,489415,492465,493742,492342,489418,487750,488048,488883,489297,490377,492161,492843,492873,491434,491545,492215,494449,495885,497488,499264,502088,505038,507816,511809,516627,522605,528965,423588.8333,440207.8333,449714.1667,499570.0833,474780.6667,488144.6667,490580.9167,506187.4167
Marion County,IN,Indianapolis-Carmel-Anderson,97351,97773,97913,98621,99311,100068,100316,100860,101497,102058,102952,103924,105468,107042,108841,109770,110085,110274,110807,111245,111344,111460,111893,112296,112146,111545,110764,110643,110986,111290,111053,110696,110895,111297,112071,112898,114011,114831,114956,114691,114503,115231,116613,118165,119523,120385,120588,120425,120361,121056,122355,123826,125226,126165,126832,127466,127877,128933,129871,130760,131149,131693,133109,134957,136449,137843,139262,140698,141494,141953,142941,144847,146807,147632,147912,147765,148502,148822,149068,149265,150295,151531,152640,152896,153488,154711,155970,157399,158443,160059,161874,163842,165673,167524,169396,171661,100220.3333,110043.75,111357,126401.6667,125894,138032.9167,149427.9167,161670
